;typeform_id;id;¿Qué podríamos hacer para mejorar la experiencia de trabajar en redcross?
167;08c176eff933d764;sk5z679u2b9wbky9sk5z6hrski2oo7g5;Mejorar los sueldos y aumento de asignacion caja
168;090e4c5e2e706f51;885tb5rk3puo8c9885tlpefdpq2c33kn;Mejorar los sueldos, mejorar la infraestructura para trabajar del personal administrativo
169;0aab22950258a931;4bw3bybu6s5jfok0sgr4bw3byvpx9xsf;Mantener a su personal de trabajo más conforme con sus SUELDOS por todo el trabajo que se realiza
170;4134209760f55e9e;h0r32inhpo9c8np2bh0r32685azpvydv;Mejorar casino
171;57a73797c2a14643;p3l3qmada74gwpqsek1p3l3uwqx0rl7j;Mejorar los sueldos y que la jefatura  realmente te escuché
172;57edff4290edf063;egdwpsbqc9oou6b4miegdwbb8h2trpc9;Mejorar los sueldos
173;598e19fc481e40e0;hfqc3f1orbd5z1kgu1kv7c7hfqc3f1av;Subir los sueldos
174;42806c49fca19b0f;8w975ielqbqzmxm8w979vmj4u021iuph;Mejorar oportunidad de cargos para de esta forma poder ofrecer mayor estabilidad laboral, mejorar oferta salarial
175;0f52cf655800f4e0;bphikc3eycxkr72e8sbphik703yupr8a;La remuneración de tens
176;42fd0310f661e37f;6n24ngtqp54xyo6n24oxtjjccb4zdca8;..
177;4349d0a09879d2f3;yoe396gj80yoe5cyb7ngusj697amhlia;Tener un poco más de  preocupación con los auxiliares de servicio ellos son un gran aporte al sanatorio alemán
178;15f96371f4700109;o60expl741d5kuo60exfwm327628chh6;Mejorar un poco los sueldos
179;1d33a386c1b32924;q2seicp0uu8dmrpmmqplq2semwt6ytp2;Que el trabajo y compromiso sea valorado.mejora salarial
180;44dfdf0a3670d9d4;rwt9el6h4zvtji1pljpthrwt9el65ds7;MEJORAR SISTEMA COMPUTACIONAL Y REMUNERACION AL PERSONAL.
181;45684000165523a0;cpvshlvrzqer5n6dcpvs6qnfsobvr7wz;Aumentar el sueldo
182;5e80bb050529e227;fewk705zyhrjuyfewk7xq7zncsyaw9n9;Mejor la seguridad,  hotelería, más apoyo de parte de la coordinación, mejorar sueldos
183;1dc9b18f3ed71fbb;89goigyeow202701u2z89goigqe6pav4;Tener un poco de privilegio al pertenecer al sanatorio al momento de ser atendido en las instalaciones
184;2306ea825405a747;7xr2dhx0nugzoig7xr2dpwqdg7t7p0x6;Aumento de sueldo ,estimulacion economica
185;46022a4bc26da75e;o4vq62rdn4ervl7fu23hlo4vq62ren80;Tener un sueldo digno ya que con toda la carga laboral que hay y poco personal no nos da abasto, contar con el apoyo de nuestras jefaturas para poder tener los equipos en buen funcionamiento y una buena organización laboral
186;2b4b7076b1fff1a4;ecvgkfa5oszkb29devwuecvgkl5m31pv;Poder tener estabilidad en tu lugar de trabajo, no tener que rotar tanto de lugar
187;2c39d2ea04dfff4b;3dg1oshcm75a4k8e3dg1r4eze1965vow;Aumentar los sueldos
188;2d10b21aeb0707ab;venv4umdj0t1ebhnvenvchbnmozto2e5;Reconocer desempeño, mejorar rentas, invertir en bienestar del personal que atiende público. Realizar de estudios de procesos asociados a cada cargo para determinar la carga laboral.
189;2d2fea85d8798c2e;xik3xoakv3vg0bpx3jarqgxik3xool33;Igualar los sueldos de los colaboradores  y mejorarlos .
190;633b6a6787b41f5c;4zrte8vj6e0wuhk4zrte8v6nw7j16esw;Agregar tal vez un módulo nuevo para atender de manera más eficiente y rápida
191;2e1e100ff7dcf3cb;hpj57dhkumuqcaqemhhpj57m8ibqxndb;Mayor incentivo económico, capacitacion del personal y preocupacion por el personal
192;2f5ba121b76f2917;fyr1g4g7qs1qlqm6070bamfyr1g4gofh;Supervisar las jefaturas
193;65800381ea1d7062;k6ehyk87fyprmtogk6eva0q680qo3t4g;Mejorar los sueldos y valorar al personal que lleva mxo tiempo  y que las jefaturas conozcan más a los funcionarios  que trabajan acá.
194;30421b8602f92282;qd1x8lucz9eoqn8tejndqd1x8l74cmhy;Poner estacionamiento para los funcionarios subir sueldos alivianar la carga laboral mejorar el almuerzo a los funcionarios cambiar jefatura directa por algo mejor
195;66cf0238575d0980;2txk8ijx95b4f52txx2o6l8o23pgmscf;Evitar la sobrecarga laboral,escuchar y observar si el personal está  cansado,mediante retroalimentación, y escucha activa.
196;468e1139b574cd2d;m546w1sxedm70g7xmds9m546w18mlo3v;Aumento de sueldo
197;482e1d2b685e2add;rwne65hv4lr2pnxqgrwnm1jfjbk420u2;Mejora en los sueldos de los trabajadores
198;3079ed5ed6ca4c7d;x0obn9lfi6wkakx0obn1v91y0w7g3u5p;Mejorar los sueldos que son muy deficientes y no van acorde al mercado
199;69752e43fd11689f;fg1k7vmze2lct3kq6bg1ufg1k7qgu1ul;Valorar la lealtad y compromisos,  con mejores sueldos
200;48eb10e5b5542e0a;8l0ykzh40tmoruy418l0yknvnlw9gzh8;Entregar más herramientas para desarrollarse como profesional a través de capacitaciones
201;6b92de58a3dfb914;3inmfveblfcsbxm5s3inmf12pthvr176;Hacer más actividades y capacitaciones para el personal
202;6c8e3dfb4af70455;x5z68n7cqr5vtetx5z6c276dtxom84n9;Aumentar los sueldos. Son muy bajos.
203;3505a9ade5a37e72;dltxodmli48hlxoz8xl54ceqldltxodr;Preocuparse más de los colaboradores, actualizar los sueldos
204;39c35adfa5ee72fc;p9lrph2vhmwzvyb4jp9lrxxmsysu7v5d;Mejorar los sueldos, tener más beneficios en tema de salud al uno ser funcionario
205;6da56a3763b688e6;c7mkauctoks5gc7mjebpyyholvd5pjeb;Mejorar los sueldo, están muy bajos, la mayoría de la gana más que nosotras, en todo rubro de trabajo.
206;49b7e04f7ce6d269;m5hopu8yqtk9rqlop58m5hopuadtcpuc;Aumentar sueldos, aplicar gestión de proceso de forma más activa
207;49d3640b02dc598b;zdcwa98pj0g2legs03uzdcwa98p1apvh;Poner trasporte para los finde semana y feriados, subir poco el sueldo
208;39eb85655eb78657;3n0mb9sqtwk5fx3m43n0mb9hl16kd9j3;Seguridad del personal ( los vestidores)
209;49f4476e0eccc39c;26rgsu4ks6zpba8726rr3he2muuanedy;Tendrían q mejorar en unas q otras cosas
210;5172aeadc47cd7a1;ql99yahia7vtg2iv5e84qql99yd8ot2j;Mas personal y reajuste de sueldo acorde a las ofertas del mercado tanto para tecnicos como para profesionales
211;708b6f95c0642f6c;s2td0o89fk1rkxfazs2td0ocz4phl5kz;Aumentar salario
212;51815dcbb97e0d5c;n2jqiuashh56tn9ln2jnbgvbjk9l9sdc;Valorar un poco mas el talento profesional, ya que existe mucho talento dentro de la Clínica, que podrían ocupar puestos de mayor responsabilidad y compromiso con la organización, evitando así reclutamientos externos, y a su vez sirve de incentivo para el personal, para mejorar tanto su responsabilidad, como su preparación académica para la misma.
213;3bda15e28c850e3e;k0tpm2zpheqslpio9dek0tpm2z12klc7;Que mejore el salario
214;3efa57becff9aab9;q13e1ln72xjii6nq13qahige8bzhn3i1;Implementar procesos claros y tener un sistema integrado(softwere)
215;5455203615d29949;akb2uu8tct4ct1wtyjdcpakb2u2y861s;Mejorar sueldos
216;753db96b8bb4260e;bi8m5xk8s0xffb2bi8m5x3r7w0kkwbsv;Segun encuesta dicen q clinica hace mucho por nosotros ,no se a que se refiere ya q no tenemos ni siquiera trato preferencial al venir como paciente a la clinica siendo funcionarios,que seria lo minimo,ademas,en relacion a jefaturas el trato no es  igualitario para todo el equipo de trabajo este varia de acuerdo a la simpatia que se tiene con la jefatura no por cumplimiento,responsabilidad etc.
217;75a92b7ff65cf4c1;o7pld3y0mtl9o7plvyuc8y1dwcpf8fvy;"Mejorar loa sueldos, están muy por debajo del mercado.
Mejorar el entorno físico de las áreas comunes, sobre todos para paciente s y funcionarios. Pagar horas extras por entrega de turno, o por lo menos fijar un tiempo especifico de pago de hora extra (30 minutos asegurados como hora extra por entrega de turno, como s escenario en otras empresas). 

Casino fe alimentación muy pequeño para la cantidad de personas"
218;56bd31d10e11e1b8;r3sk48axb6fduzurpfenr3sk48axbbvy;Más instancias de capacitaciones
219;760e4dad62268838;zaw1fimhsy6xee7knzawa4s24c78gdtn;Que las jefaturas, consideren la opinion de sus trabajadores, o que sean respetuosas al imponer su jefatura( habilidades blandas o que realicen cursos de liderazgo)
220;3ff3b5a3abbd25bb;vlkvjn8xmekgbg3t00xlngjvlkvjnavb;Mejorar sueldos para los trabajadores
221;76e10d8c40b82aa2;5slrf7j2ctoix4vtdv5slrlacdju5t4i;Mi jefatura directa no escucha a su personal y te rotan de lugar contate ente eso te estrés mucho
222;76e940805bf9d57f;748fk4cy1cjvgsoy5ieni4j748fk4cym;Más apoyo para cuando se requiera cubrir a una colega ya sea por permisos o licencias y si hay mucho movimiento.
223;40e8ce631278f111;tq0nf7otz1fxrzq4tq09868s2s21qmkw;Los sueldo al personal mas antigua
224;7814993f5845a880;hm6vsdu4uus4govmhm6vsd624ib65643;Solo nesecito que se nos reconozca como técnico en enfermería y no como paramedicos en nuestros contratos así nuestro sueldo cambiaría...
225;5b2e48526466793a;d0nrt7iso306ypxd0o59v4nkb8rrteqg;Reestructurar los tipos de pacientes que ingresan en cada servicio
226;5c1a189c0c23ef27;2dcklxytg4f8zuhnto62dckt9te840bx;Subir el sueldo. Y alivianar le la pega a la jefa para que no ande tan estresada.
227;5d6ceeaa1bcbbe22;ntewpwoo7ew2zonterifhgur89mixatl;Que la información entregada a los colaboradores sea una para todos por igual y se refuercen los cambios de las indicaciones para así brindar un mejor servicio a nuestros pacientes , así no se generan malos ratos tanto para el paciente como para nosotros el personal .Generar espacios para los colaboradores donde puedan tener unos 15 minutos de pausa dentro de la jornada ,para tomar aire y así renovar las energías para seguir laborando.
228;5e12e4f9fb3e7a30;kzpc6a9cqp15wxqf1xrkzpc6sb0848vh;Mejorar sueldos
229;6130851f755e1818;641kdm6836yf2vmv5wawgcm641kdm1oo;aumentar la remuneración
230;66e384bcf4bb88cc;3mjo1e1ady7q1ly4099ispx3mjo1e3r4;Es una institución muy grande donde deberían haber mayores puntos de encuentro de los trabajadores para poder conocernos mas
231;675a88e1dcfac784;ohrdnzkv1pr7aw534c1ppdohrdnzcub8;Mejorar los almuerzos  y colaciones  del turno de noche
232;434f98ad2a398660;m56rd8y3zlz70wx6e4sxa9rm56rd8yf6;Mayor empatia y apoyo a su equipo por parte de la jefatura directa, mejorar el trato al personal y la forma de como referirse o expresar sus ideas y opiniones. Que sea amigable y receptiva en la forma de recibir consultas u opiniones.
233;79bac639f81a161c;pjxy63n914guk88262bs6opjxy63tbgs;Bonos por cumplimiento de metas o bonos por producción.
234;6b8f27a2856faf63;u3nruhzcnw4shy1hree0u3nrucl6mrs2;Pensando en el personal que recién se integra a la Clínica, sería recomendable, generar trabajos grupales para afianzar lazos con los colegas con un periodo prolongado en el servicio, en ocasiones se generan brechas generacionales o poca tolerancia con quien tiene menor experiencia.
235;6df621f59acf69dd;8x2xm9dr7dfun5lai8x2x9s77ngqdgmp;Mejorar el sueldo..es muy necesario
236;6dfdd925cc87d088;zj5589rd9hjdcyzj55t3c4e4hr3mvxpf;Subir el sueldo
237;6ef5d0a80cbdf1d0;bkapibj5xgxbkapi8nzc2vwyddy1n9vf;Sacar algunos médicos de l Uci adulto, son un peligro, mejorar la relaciones interpersonales y no separar las personas que son cercana y trabajan bien
238;6fa4791fd736e4e1;nj9i095otk9q3rd8muutxlonj9i095z5;Mejorar los sueldos
239;4600c0f80f7b6dca;ztbob5o4pbpatd66zztbobewc8kn6h2g;Yo creo que que la calidad humana es excelente ,el trabajo, que ejercemos es maravilloso ..yo estoy MUY Félis de trabajar en el sanatorio alemán,pero vuelvo a decir los sueldos de los técnicos de enfermería debería aumentar No ganar lo mismo que un auxiliar de servicio ,yo sé que son personas importantes , pero tengo compañeras que están pagando sus créditos de estudios .y no es justo ...nos merecemos un poquito más.gracias.
240;7111ac907cd56805;w9wopfdyqq2gist3vw9woyk7h2f4fyxt;Mejorar remuneración
241;49f37a2d5034bf8c;9yb8qs8thq1ph48m3j9yb8qsw0s3zwnm;Subir los sueldos
242;4a7d9c7adef5a451;w168vlp8ru840rbxqw168nah7qkwo5il;Tomar en cuenta la opinión del trabajador antes de generar cambios me agradaría dejaríamos de sentirnos  números facilitadores a ser parte del progreso,la comunicación directa de vez en cuando con nuestras jefaturas superiores ayudaría a generar confianza y compromiso.
243;4b0b50c335d3115e;95wjlzwlj2qwhwmg95wjl66373u782t7;Tener más reunión con Jefatura,y acoger las inquietudes del ámbito laboral.
244;737475959a9aba1e;b5pxzpwtjprqrntrps280mpb5pxzpwsx;Mejorar estacionamientos para trabajadores (autos y bicicletas). Solicitar estación biotren en el sector.
245;75ce0c762cbf0fb0;74mzzotzu7n15ak5a74mzzor09m5xj8t;Estabilizar la planilla de funcionarios
246;7818693d58f444c2;3hogs6uygre3t3fy1uzc3hogsa1scakf;Un bienestar con mayores beneficios para sus colaboradores planes de salud mental y  mayor capacitación en sus áreas a fin
247;843400c340c5a37e;6dx3edzim5u7vxun196dx3edgaszdce9;capacitaciones relacionadas con las funciones, mayor comunicacion con los servicios mas fluida, mejorar los almuerzos la infraestructura de los comedores, y mas beneficios para los funcionarios tanto internos como externos, dado que es una empresa grande.
248;789ed68ad6fdf403;ydng2sv44yzeh87fofx2ydng2sokmv0o;Dar por los menos 2 uniformes, ya qur con 1 solo no es suficiente, mejorar un poco la comida ya que la mayoría de las veces no es tan comible, aumentar el sieldo ya que tenemos muchas responsabilidades, del resto estoy muy feliz, gracias.
249;8516741df0b8c6c2;c3jl4d3z7ebqb6ad16bbc3jl4bualkcx;Mejorar los incentivos al personal de salud
250;530107d98375acc1;zpwrft1rmf111jnbdifhdzpwrfta42bv;"1.-Mejorar sueldos, 
2-ofrecer bonos por desempeño en algunos departamentos según evaluaciones anuales de jefaturas. 
3.-dar la posibilidad a trabajadores de mandar felicitaciones o agradecimientos formales por vía de la institución y copia a la jefatura, de esta manera fomentar la colaboración entre distintos departamentos de la institución, además de formalizar y enterar a la jefatura del impacto del trabajador en la institución y distintos servicios."
251;7902d384ed8a4ee9;jizt6pvgvzh4461atvwvovjizt6p2i2g;Que de vez en cuanto se escuche más a los trabajadores que a los pacientes, ya que, no todo es responsabilidad de las secretarias, hay muchos conflictos que pasan por error del sistema, indicaciones del médico, o porque no está bien señalizado algunas locaciones
252;796da15433395b7e;ycrqvyjrz1p1nwtsd5ycrqvyw8kq3ond;Mejorar el sistema informático y Coll center
253;54bf1ec2a9a7b7b5;9k47dn8ich4fpn5j9k47ddsu97z4o6ky;Un orden en la mayoría de los procesos a esto me refiero con mayor control y por ultimo que deje de ser casi todo manual en el mundo administrativo y de GAV.
254;55f078f00e4799b9;6ni2kmj4jpavbo4wt2g6ni2c2wqk2k73;Mejorar los sueldos y beneficios para los trabajadores.
255;79a5b46fd80a5012;qbxmtkt4q1dq4d64h6qkqbxmtkzcbnhv;Capacitaciones donde se enseñe más sobre compañerismo y actividades que den la oportunidad de conocer a nuestros compañeros
256;7afd7e013f78b628;439mf5te8dc7tu1439mfn9t6jxghl81j;publicaciones en redes sociales el nivel de trabajo en la clinica y los beneficios que tienen los colaboradores
257;8a684e78676d9268;rnd8rhlf49b081pnkrnd8626a6n744a3;Aumentar los sueldos, para que sea proporcional al trabajo
258;5621deed26c2eefd;6cuk31be2e3in2guokg96cuk3si753w5;No sumar a personas de la uci situaciones de estres agenas al trabajo ya realizado pensar mas en las personas, sus trayectorias, brindarles confort,preocuparse del personal como personas y no como un numero que cubra turnos, reconocer el trabajo realizado, brindar apoyo y comodidad al equipo, escuchar inquetudes, dar apoyo e intentar solucionar problematicas
259;7afdd53e2a6b6506;yq97t5qllk2bftyq9r9xoyapxpjnef61;Mejorar los sueldos, eliminar la presión
260;7bce4a0c7d6598f1;srtc5yh4fdt11cjnsrtz6fvlkxwyy2qk;Aumentar la remuneración para los Tens, no solo de vocación vivimos.
261;8b428535721ce168;ncgadxtrqco1i1jhiujgncgadxt3ymwl;Hemos crecido  mucho como institución,  en el comedor o pasillos, no nos reconocemos,  ni donde trabajamos y menos saber nombre de pila., Debemos reeducar, aprender a saludarnos y presentarnos.
262;7bed5bcc1a5967a4;q4kuwqwghx4ud6q4k6y8y8uq6bf31lkf;Subir sueldo tener más herramientas de trabajo
263;8b56304337291e6d;vz5a0fm56sbvhu4pg2fvz5a0iiss5dtp;Modernización real
264;7ee4e7e4706667eb;elq51q3fbdglkjovelq5561f0ouzpn8m;Reconocer el titulo a Tens y aumentar el sueldo segun el area de desepeño laboral
265;5c085b2edaa45a32;tmt7g58ionyd72tmt7sps3z31bdt3a84;Mayor trabajo en equipo entre los servicios
266;5ddc33d4a02d96e9;uw06nl0knajdgp6fuk5oguw06nxelqbp;Mejores sueldos
267;5efde5c62da6d159;4ym1s0rx6l1xmq4yml3db411a8tofn4l;Mejor retribución económica
268;7fb2571da8656014;3vy8ucrezibyzdhqi3vy8ut7w5m38yq3;Hay personas que podrían ser más humana al referirse a otra persona como colega o paciente.
269;81723253b324a8af;1xlt5yfyq34qt7l2xlvmf1xlt5yf8you;Para mejorar en la parte laboral que se contrate gente que realmente se comprometa en su labor y no vaya solo a quejarse que es mucho trabajo y a flojera perdón pero tenía que decirlo  gracias
270;8f509414c5659a37;dvfb1bvvb5teqcrdvfb1bvtvf3tsbnvp;Mil cosas por mejorar
271;6164e4562dcdc234;mfu31r99lte8kpb4knumfu31rgc2fwj8;La remuneración , ya que para las labores que ejecutó siento que no es lo que corresponde
272;83bacc34cef951a5;y7dkbmox3la87zfey7dkbmoj7flisj1l;Ser más enpaticos y solidarios entre los compañeros y que nos los traten solo como un número
273;6261b1367521f9b2;wm7rkjmmdva075wm7r5po1iwobw69jpu;Aumento de sueldo , disminuir la carga laboral tener una jefatura presente, que se recompense al trabajador con bonos como incentivos.
274;634feaf5402a933d;lwozcviwczbdw6lwuko9kczvtwp3ccvb;MENOR CARGA DE TRABAJO Y METAS REALIZABLES
275;64ddf40841d6fb04;8od67wgqagqq6ps48od67pfzqbez8v42;No cambiar a la gente de turno a cada rato
276;6cbef11789b0116c;jcq98vtzdo9xp13vjcq98vqgn8ozx6gv;Aumentar los sueldos
277;6d14f4a04b2e2d15;zvtbl6whhxcvt9vtgszvtbl6wmolg2yb;Subir los sueldos!!!!
278;6e80a2db71d80d95;ztl9xfmp7i15u0eztl9r2io59jfhbrvm;Mejores sueldos, mas beneficios, y mejor alimentación, sodexo es muy malo
279;85918f772611bf6f;vbz15pwdj5r8ahhi1vbz15tcnpw876fd;Me gustaría llegar a tener un contrato que asegure mi permanencia acá
280;9319bd5edff9776b;95ztejb04xrindi7ao095ztej5ik9qcd;Sería ideal que se preocuparan de la alimentación de sus trabajadores, la comida no es muy buena casi siempre te dan congelados los que los transforman en tortilla, ensaladas, la verdad muy malo, y el servicio  y bandejas no se encuentra muy limpio e tenido que cambiar varias veces el servicio.
281;868bde0fd83d9bb4;k26ay73dr381502hk26ay696lo2o2rje;el sanatorio tiene que valor a su personal
282;7296ef523808fa2f;tt3ma82ls0aqhbqtt3m3j6y9cppdfj8q;Estoy satisfecha con las capacitaciones, pero que estas sean presenciales
283;944d8d6ea64deb4b;ljn21x5p1cnwvf8j6ljn21khfsz81gzh;Mejorar sueldos, mejorar infraestructura
284;769e8df81283532e;hr0ey9238reyztyyghr0z0bi3zfb4l0j;Un mejor trabajo realmente de equipo que siempre se dice pero no se cumple para la buena imagen de la clínica
285;975b006d00773f80;4m5wx4y1rzk51k1fe84m5weq62djvf2v;Mejorar el trato y trabajo en equipo de las jefaturas hacia el resto del personal
286;8a1d54cba111e059;t7fbqh9qk9b42fciyph3t7fbbj6sfmrz;Mayor participación e incentivos para los trabajadores.
287;77e4e35a250d42f4;o1y9q6lafhqrv5qfo1y9fe5amn6i0x9r;Mejorar sueldos
288;7fa78b5d971f6c0d;cbc3vl14vxt8jfjta2cbc3vl54eq3ptc;Subir los sueldos a las secretarias  que llevan más años de experiencia y con un buen desempeño laboral..
289;8a665a0a36cf19d8;r6pkewa67ky0ogx3xty0kr6pkeyg2r54;Realizar capacitaciones periódicamente.
290;8b2c1a398ec0131a;wwy4r98n911a5rhoxvhwwy4r983lyg1v;Mas capacitaciones
291;8b2f463254e869c7;6rcypckdf2y64j0cud6rcyp62vxnwqms;Subir los sueldos
292;8b4c20ab1b741f71;oy2cirqynbxvbhbyl6oy2cirbrhotofx;Mejorar sueldos
293;8be1b2ea1e228f7c;zmg8o09mfskormvzmgquewbrzkd54983;Desde mi mirada, no necesito nada más que preocuparse por la mantención y cuidado de los puetos de trabajo
294;8e3b08bc6a742462;phkz6ebo8jg8gkphhqh9sur72oxuydbm;Que no hallan privilegios en la atención
295;8faa3a9ee063e2e4;s890eyt245to6r1s890eytho3724xti1;Aumentar recurso humano y/o mejor distribución mejora de sueldos o incentivos con bonos
296;91bd85b73650f8a8;hi6gjb0rjsvwxe3bwhi6gj85czw7xud9;Mejorar  el sueldo.
297;804ed3a7a6a4ca39;4509jilbqzdnev4509mlty8h98xobq05;hacer un equilibrio en sueldo con trayectoria laboral.
298;931d73c6e3fec581;9i1dvvra57bjd9i1dvqcso9zjbcrozeb;Realizaere
299;98b492af7ce60c3a;jsmomwkeo7x3vx5dnvijsmop693bs7k9;Capacitacion
300;9d05706ce0b90532;7r57nhtl3lipql5q7r57rohjj68yvggt;Actualizar el sistema q sea nas dinamico, rapudo y seguro y q cambien las computadoas porque algunas ya cumplueron su vida util
301;98d5ec90f87ae0ed;rthbk6y1mp2re99mvfo2bmrthbkcnyen;Dar una atención, al cliente interno, con una manera de responsabilidad social, ya que generaría fidelización en cada colaborador, ya que el tiempo laborado le genere crecimiento laboral
302;9ed7190b98dbebca;6wlnd6e5qpk26l7od1n6wlnocyhz7s9i;Ser transparentes, comunicarnos con anticipación las decisiones que como institución se realizan, capacitarnos, tener apoyo psicológico ante la muerte de un paciente y esto se traduce en acciones que nos hagan sentir que somos lo más importante de la institución.
303;9ef79f4f9c3b30ad;x2dwe1ypa71uztv7nw7x2dwe1yfdvfdm;Tener mejores condiciones para realizar nuestro trabajo
304;8168bcd0f7abe942;tnvfk7hyhmnfetl46mtnvfwj87lb71sc;Mayor incentivo económico y laboral
305;99172c6a40fd8402;80cr2ipigkwr6y6j80cr2ip2z185ru64;Lugar fisisco
306;856dddedb9852227;vg5vdkhytbayo1gfupvg5vdk382fsx9k;Mejor distribución de la carga laboral.
307;a19269bcfad0389e;dlld6v3ej7ow9w819qmfdlld6l2yd0ic;Más convenios con universidades para seguir con el perfeccionamiento profesional en cada área. Mejorar la remuneración. Evitar los constantes cambios de equipos
308;a1bf99e70cca9be5;ds969pldvfzup5jr2tm4bds969m2z1kg;Escuchar
309;9931571f92fce27b;bkhek44i04ougcbkhejri6dx09t9q9va;mejorar la carga laboral
310;893f7780176adf4f;9wet6xsl6ylcsobqrxb9wet6l0kiojtk;En mí caso personal,rotar a los de urgencia respiratoria y general para que se quiten de la cabeza que en urgencia respiratoria no se hace nada eso me tiene muy disconforme con mis colegas y enfermer@s de turno
311;9a6765e8a7e6faf1;0w3ecj8du5j5bxwt6wty40w3ecc3gay9;"Primero q nada subir los sueldos tener beneficios
Cursos"
312;9b9d4e58a2ba176e;v60syzkq0ayvn7aqwtov60syzbdctrvg;La llegada de nuevo personal, para no terminar los turnos reventada. Por falta de este.
313;9bab2cbe1744f767;btj1k42kj6ntrlq9j5btjwwp83zsmto7;Lo que debería ser mejor son los sueldos, son muy bajos en comparación con el mercado, sino he buscado otros lugares de trabajo es por el gran amor que tengo por la clínica, llevo 25 años acá y he vivido momentos muy lindos como el nacimiento de mis hijos y muy triste como la muerte de mi esposo, son muchos los momentos laborales hermosos que me han llenado de satisfacción, pero el sueldo es muy malo
314;9c82f59c05c072a8;mdep3fhqjm16c0izaztzkfmdep3fzmiv;Mejorar sueldos de algunos estamentos.
315;8a8d5a5461c032ff;jjsb0k4ndq40j4w6jjsb0s4qiasf9g5x;Evaluar mi puesto de trabajo.
316;9ce1ed06e72bd17e;2rv58oi4gyegrhm9ii2q5r2rv58oi85f;Disponer de un bus de acercamiento para los funcionarios, aunque sea para los fin de semanas!! Tanto como turno de largo y noche. La locomoción los fin de semana es muy escasa, malisima en realidad!!
317;aa30af2438e1c31a;eip3y2fragfzeipmhxu6nvu1nlkeaium;Aumentar el sueldo de los tens ya que realizamos un trabajo escencial y aveces resulta injusto ganar menos que un auxiliar sin desmerecer su trabajo ya que para esta profesión se invierte dinero y tiempo, sin el título no se puede trabajar de tens , a la misma vez resulta injusto que las personas que llevan menos tiempo trabajando las contraten con mejores sueldos es ilógico que hayan sueldos base de 347 alguien que lleva mas de 2 años y 400 alguien que lleva 2 meses
318;8c2b495ee32d783d;t0oqxkekh7io9djn0ft0oqxkk2lpdswg;Escuchar a sus colaboradores en cuanto al bienestar interno, otorgar una estabilidad laboral y nivelacion de sueldos
319;8cc256a2120699c5;myjaudcnq7bl37rku2crmyjaudcbmegk;Pausas activas
320;9d0a73fccd19f3b2;5bqfoz7cszh3bb5bq2y6n4y0dx187xgr;capacitaciones , actividades extra de regalo como masoterapia pausas activas ,
321;a0f4c0468ff3593e;7em8dy36vrcwcnz1uyiu7em8dyvvij0n;Creo que la experiencia ya es muy buena
322;a4703bf424271537;yit0luztf87j9nmyit0w0lvl4e2f8hcb;Ok
323;a6c0ad9e00422873;8slzegofpxrd12h078sltffjkpxx659u;Mejorar los sueldos
324;a6e3a26c9c9a0b90;mz1qvn8i8jnd3lggi78mz123c6lycvrb;Tener más claridad sobre el paso a contrato indefinido. A veces siento que no tengo la certeza si podré pasar a indefinido o no.
325;a6e65299c7cfe068;n1513enk7ptut1b3n1mmaxall041t799;Encuentro subir el sueldo sería una gran motivación , ya que es coste de vida está demaciado alto , los precios en supermercados etc
326;a726eb2af6620d4f;jr8nptmf35hbngoqsljr8nptcbdpfalf;Entregar mas herramientas de cursos y preparación a los funcionarios
327;ae0001468a8cfa8a;06m8mz01qg25xh06m88rfsf6vza2bvsq;Se requieren mejoras en sueldo v/s la carga de trabajo, mejoras en equipos de trabajo como impresora, scaners, fotocopiadoras, moviliario, insumos en general siempre faltan, aseo e higiene de servicios (baños, escaleras, ventanas, superficies, todo muy mal efectuado)
328;a8d8d08eb656320d;hz9v46ysaw2nnddn5hz9vfcoqk4ypp41;"SUELDOS DIGNOS.
Mejoramiento de la infraestructura.
Valorar el trabajo de sus funcionarios."
329;aac107c4b8c9d1b3;24zccgz1eaxm1x6v3c602624zccgzvza;Escuchar a sus trabajadores, no excluir a las personas por su profesión... Osea... Saber escuchar a una auxiliar de servicio, tens, etc, cuando tenga una acotación, darle una oportunidad a un trabajador que haya estudiado para entregar sus conocimientos a la institución.
330;ab73f8c1fa2dc5b2;g3kcsq304dxwnmg3kcyw0voot6hcvayw;Aumentar los sueldos
331;8d75dc751c8f65d5;erddvc7gjxn6tquhb0erdd0rll8cgoqt;Trabajo en equipo con el resto de las unidades y participación más activa de parte de la coordinación para mejorar la atención directa y el ambiente laboral
332;ab839db04d4121fc;rfs4nu78t0i9srefpl88vrfs4nuwojcr;De mi punto de vista está todo bien, sólo depende de la actitud de cada uno
333;ad2c7aa6919cfb80;jvk1xdnv2fufc2uxuuxjvk1xrsw9you2;Tener comunicación y solución con la jefatura directa ya que no los toman encuentras cada vez que uno los necesito de forma urgente ya que siempre dicen que están en reunión
334;ad30e5d1819237b4;3as7ev5gbh6l464f8qd93as7ow1gjjb9;Mejora de sueldo ademas de mejora en la infraestructura para ejercer las labores
335;8f7b99b59d724787;louhlg9knkbhwtsslouhzhztfnnbnktg;Que contraten gente comprometida y responsable que le guste lo que realiza y con empatia al paciente.ademas que aumenten los sueldos para que buenos funcionarios trabajen con nosotros y no se vayan
